timestamp,catalogue_cpu_cfs_periods_total,catalogue_cpu_cfs_throttled,catalogue_cpu_usage,catalogue_mem_usage,catalogue_net_rx_byte,catalogue_net_rx_drop,catalogue_net_rx_error,catalogue_net_tx_byte,catalogue_net_tx_drop,catalogue_net_tx_error,compute1_CPU_utilization,compute1_disk_read,compute1_disk_utilization,compute1_disk_write,compute1_load_average,compute1_mem_utilization,compute1_net_rx_drop_eno1,compute1_net_rx_drop_eno2,compute1_net_rx_eno1,compute1_net_rx_eno2,compute1_net_rx_err_eno1,compute1_net_rx_err_eno2,compute1_net_tx_drop_eno1,compute1_net_tx_drop_eno2,compute1_net_tx_eno1,compute1_net_tx_eno2,compute1_net_tx_err_eno1,compute1_net_tx_err_eno2,compute1_temp_cel,compute2_CPU_utilization,compute2_disk_read,compute2_disk_utilization,compute2_disk_write,compute2_load_average,compute2_mem_utilization,compute2_net_rx_drop_eno1,compute2_net_rx_drop_eno2,compute2_net_rx_eno1,compute2_net_rx_eno2,compute2_net_rx_err_eno1,compute2_net_rx_err_eno2,compute2_net_tx_drop_eno1,compute2_net_tx_drop_eno2,compute2_net_tx_eno1,compute2_net_tx_eno2,compute2_net_tx_err_eno1,compute2_net_tx_err_eno2,compute2_temp_cel,front-end_cpu_cfs_periods_total,front-end_cpu_cfs_throttled,front-end_cpu_usage,front-end_mem_usage,front-end_net_rx_byte,front-end_net_rx_drop,front-end_net_rx_error,front-end_net_tx_byte,front-end_net_tx_drop,front-end_net_tx_error,incoming_success_rate,label,latency,orders_cpu_cfs_periods_total,orders_cpu_cfs_throttled,orders_cpu_usage,orders_mem_usage,orders_net_rx_byte,orders_net_rx_drop,orders_net_rx_error,orders_net_tx_byte,orders_net_tx_drop,orders_net_tx_error,payment_cpu_cfs_periods_total,payment_cpu_cfs_throttled,payment_cpu_usage,payment_mem_usage,payment_net_rx_byte,payment_net_rx_drop,payment_net_rx_error,payment_net_tx_byte,payment_net_tx_drop,payment_net_tx_error,queue-master_cpu_cfs_periods_total,queue-master_cpu_cfs_throttled,queue-master_cpu_usage,queue-master_mem_usage,queue-master_net_rx_byte,queue-master_net_rx_drop,queue-master_net_rx_error,queue-master_net_tx_byte,queue-master_net_tx_drop,queue-master_net_tx_error,request_per_second,shipping_cpu_cfs_periods_total,shipping_cpu_cfs_throttled,shipping_cpu_usage,shipping_mem_usage,shipping_net_rx_byte,shipping_net_rx_drop,shipping_net_rx_error,shipping_net_tx_byte,shipping_net_tx_drop,shipping_net_tx_error,vm_1_CPU_utilization,vm_1_disk_read,vm_1_disk_utilization,vm_1_disk_write,vm_1_load_average,vm_1_mem_utilization,vm_1_net_rx,vm_1_net_rx_drop,vm_1_net_rx_err,vm_1_net_tx,vm_1_net_tx_drop,vm_1_net_tx_err,vm_2_CPU_utilization,vm_2_disk_read,vm_2_disk_utilaization,vm_2_disk_write,vm_2_load_average,vm_2_mem_utilization,vm_2_net_rx,vm_2_net_rx_drop,vm_2_net_rx_err,vm_2_net_tx,vm_2_net_tx_drop,vm_2_net_tx_err,vm_3_CPU_utilization,vm_3_disk_read,vm_3_disk_utilaization,vm_3_disk_write,vm_3_load_average,vm_3_mem_utilization,vm_3_net_rx,vm_3_net_rx_drop,vm_3_net_rx_err,vm_3_net_tx,vm_3_net_tx_drop,vm_3_net_tx_err
12:09:22 12/02/22 KST,1.9584,0.7999,11.8402,0,1.3137,0,0,132.5789,0,0,5.8,0,2.9881,275.6444,7.5375,14.4617,0,0,1.1832,569.5012,0,0,0,0,4.9348,149.3181,0,0,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,38.619,6.9361,1.5934,38.7965,0.0045,3.16,0,0,223.4796,0,0,1,0,0.0458,7.7616,0,2.1009,0,1.0757,0,0,88.7086,0,0,2.365,0.8701,14.4725,0,1.2907,0,0,107.9756,0,0,8.6051,0,3.4495,0,4.2762,0,0,137.911,0,0,18,7.7024,0.9442,12.487,0.0001,0.939,0,0,87.3573,0,0,6.2722,0,5.8398,200.9018,8.7812,7.5538,0.5328,0,0,13.973,0,0,39.412,0,7.8008,54.9887,55.2917,9.6593,0.7696,0,0,10.1701,0,0,2.1476,0,12.6711,0,0.8594,3.4809,0.9984,0,0,14.7032,0,0
12:09:33 12/02/22 KST,1.9584,0.7999,11.8402,0,0.9784,0,0,101.0927,0,0,5.7028,0,2.9881,412.8,7.5625,14.4618,0,0,1.8215,556.8379,0,0,0,0,5.1688,156.2209,0,0,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,38.8571,7.3567,1.8227,41.6935,0.0054,4.4181,0,0,296.0865,0,0,1,0,0.53,7.8812,0,1.9821,0,0.8576,0,0,75.7465,0,0,2.2566,0.7908,13.4439,0,1.2737,0,0,103.5605,0,0,8.7215,0,3.2956,0,3.5339,0,0,113.9355,0,0,16.8,7.5313,0.9143,12.0707,0.0001,0.9196,0,0,83.9934,0,0,9.3778,0,5.8408,247.0545,8.5156,7.6242,0.5328,0,0,13.9705,0,0,37.5799,0,7.8009,59.7091,54.9167,9.657,0.7991,0,0,10.7299,0,0,5.2871,0,12.6711,0,0.8438,3.4802,0.9991,0,0,14.7013,0,0
12:09:45 12/02/22 KST,1.7562,0.5655,9.6352,0,1.3697,0,0,136.2148,0,0,5.8697,0,2.9881,292.1778,7.4125,14.4652,0,0,1.9166,571.5449,0,0,0,0,5.3438,166.974,0,0,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,39.0238,7.7483,2.4124,47.4131,0.0041,4.6684,0,0,321.4614,0,0,1,0,0.2875,7.8655,0,1.9833,0,1.0014,0,0,86.5445,0,0,2.2305,0.8171,13.7015,0,1.3395,0,0,110.4525,0,0,8.5599,0,3.2174,0,4.3204,0,0,139.3056,0,0,18.8,7.6855,0.8023,10.8847,0,0.8825,0,0,79.5771,0,0,6.6092,0,5.8417,244.7413,8.2031,7.6583,0.5192,0,0,13.6094,0,0,36.5381,0,7.8009,56.8712,54.0417,9.6523,0.8046,0,0,10.7288,0,0,4.7975,0,12.6711,0,0.8359,3.4818,0.9658,0,0,14.2169,0,0
12:09:57 12/02/22 KST,1.8181,0.606,10.1388,0,1.366,0,0,137.2408,0,0,5.8697,0,2.9881,292.1778,7.4125,14.4652,0,0,1.9166,571.5449,0,0,0,0,5.3438,166.974,0,0,39.0238,39.0238,8.114,8.114,8.114,16.775,25.9764,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,8.114,42.4524,8.0119,2.9927,51.1686,0.0032,4.736,0,0,326.8442,0,0,1,0,0.2133,7.8845,0,1.9848,0,1.0747,0,0,89.2687,0,0,1.6249,0.5414,9.4219,0,1.2524,0,0,102.3222,0,0,8.5556,0,3.1282,0,4.2289,0,0,136.0159,0,0,19.41,7.5308,0,2.9319,0,0.9219,0,0,82.4407,0,0,6.2776,0,5.8428,154.6255,7.9531,7.6678,0.5328,0,0,13.9658,0,0,37.7396,0,7.801,53.7084,52.7083,9.6564,0.7702,0,0,10.4908,0,0,1.849,0,12.6711,0,0.8125,3.4805,0.9984,0,0,14.7016,0,0
12:10:08 12/02/22 KST,1.8992,0.6331,10.2245,0,1.3063,0,0,132.1352,0,0,5.6583,0,2.9881,404.9778,7.275,14.4634,0,0,2.1053,568.7369,0,0,0,0,5.5017,169.2202,0,0,39.0952,57.0983,0,8.114,102.0736,17.0875,25.9813,0,0,1.8177,18.1994,0,0,0,0,2.8195,228.5354,0,0,43.0714,6.8214,2.5475,43.5486,0.0027,4.8756,0,0,319.8114,0,0,1,0,0.0918,7.7386,0,1.9848,0,0.9629,0,0,84.4129,0,0,1.9216,0.7392,12.0892,0,0.9457,0,0,78.1176,0,0,7.4152,0,2.8147,0,4.1844,0,0,135.1367,0,0,21,7.5906,0,3.0033,0,0.9219,0,0,82.4407,0,0,9.8601,0,5.8495,238.9818,7.6875,7.5571,0.5328,0,0,13.9661,0,0,35.7038,0,7.8011,65.3818,51.25,9.6607,0.8038,0,0,10.7186,0,0,4.9187,0,12.6711,0,0.7812,3.4781,0.9646,0,0,14.2,0,0
12:10:20 12/02/22 KST,1.5889,0.5571,8.8026,0,1.3204,0,0,135.1145,0,0,5.7797,0,2.9881,748.3556,6.975,14.4972,0,0,1.1553,570.3527,0,0,0,0,4.8625,176.0179,0,0,39.2857,40.3642,0,8.114,115.4411,16.675,26.0255,0,0,2.691,26.4034,0,0,0,0,4.0339,337.6922,0,0,42.881,7.7268,3.0009,50.5704,0.1723,5.0006,0,0,326.607,0,0,1,0,0.2813,7.8048,0,1.9772,0,1.0841,0,0,86.4567,0,0,2.5181,1.0572,16.6953,0.0012,1.0666,0,0,85.232,0,0,8.6293,0,3.2738,0,3.9793,0,0,127.1882,0,0,21,5.9593,0,2.4413,0,0.9333,0,0,86.9957,0,0,6.5946,0,5.8522,602.7709,7.4219,7.5589,0.5328,0,0,13.9665,0,0,35.3917,0,7.8011,50.8364,50.25,9.6631,0.7936,0,0,10.4838,0,0,5.3005,0,12.6711,0,0.9297,3.4814,0.9685,0,0,14.2349,0,0
12:10:32 12/02/22 KST,2.005,0.782,12.0152,0,1.2447,0,0,125.5493,0,0,5.7747,0,2.9881,719.0222,6.8625,14.5009,0,0,1.5461,571.9992,0,0,0,0,4.805,184.7849,0,0,39.4286,12.43,0,8.114,180.8,16.225,26.0661,0,0,2.7719,40.3128,0,0,0,0,5.6032,496.3964,0,0,43.2619,7.8164,2.9491,50.8268,0.1757,5.175,0,0,331.0414,0,0,1,0,0.25,7.9479,0,2.0401,0,1.0131,0,0,89.5377,0,0,2.5566,1.0752,16.8298,0.0015,1.2475,0,0,103.8798,0,0,8.6798,0,3.1132,0,4.1016,0,0,132.3572,0,0,25,7.3942,0,3.0708,0,0.9713,0,0,91.8895,0,0,6.4201,0,5.8533,492.5018,7.1406,7.6041,0.5328,0,0,13.9708,0,0,37.4965,0,7.8022,47.7351,49.7083,9.6692,0.748,0,0,9.8748,0,0,1.4163,0,12.6711,0,0.8906,3.4826,1.0031,0,0,14.7534,0,0
12:10:44 12/02/22 KST,2.0262,0.8065,12.1542,0,1.2853,0,0,126.7455,0,0,5.8822,0,2.9881,754.6667,6.7625,14.4142,0,0,1.5465,570.2343,0,0,0,0,4.9199,192.9074,0,0,39.7619,12.43,0,8.114,180.8,16.225,26.0661,0,0,2.7719,40.3128,0,0,0,0,5.6032,496.3964,0,0,43.2619,6.0469,2.0492,38.5124,0.1873,4.1332,0,0,259.7585,0,0,1,0,0.1525,6.2988,0,1.5974,0,0.9687,0,0,87.3737,0,0,2.2494,0.9093,14.5658,0.1803,1.2474,0,0,99.3373,0,0,8.6295,0.1696,4.9633,0.0005,4.2953,0,0,139.118,0,0,24.8,6.0473,0,2.5359,0,0.9268,0,0,84.413,0,0,9.6174,0,5.8542,519.6621,6.9531,7.6069,0.5125,0,0,13.4384,0,0,35.3952,0,7.8023,101.6991,49.0833,9.6695,0.7962,0,0,10.7019,0,0,4.9993,0,12.6711,0,0.8594,3.4786,0.9678,0,0,14.2359,0,0
12:10:55 12/02/22 KST,2.3274,1.2676,17.2702,0,1.296,0,0,129.8703,0,0,5.8822,0,2.9881,754.6667,6.7625,14.4142,0,0,1.5465,570.2343,0,0,0,0,4.9199,192.9074,0,0,39.7619,12.4647,0,8.114,215.2889,15.8,25.9807,0,0,2.1272,42.4446,0,0,0,0,5.6606,497.8058,0,0,43.1429,8.2905,2.4932,53.5853,0.0034,5.6339,0,0,339.6058,0,0,1,0,0.3125,8.1437,0.0586,3.3308,0,1.022,0,0,84.4084,0,0,2.4663,1.0984,16.6359,0.1562,1.2631,0,0,107.6455,0,0,8.3636,0.3475,6.5196,1.3375,3.3979,0,0,109.9146,0,0,31.8,7.5183,0.0231,3.4015,0,0.9221,0,0,81.5936,0,0,9.5752,0,5.8553,528.1997,6.8984,7.6727,0.5151,0,0,13.5647,0,0,35.9,0,7.8023,90.6182,48.625,9.6653,0.7726,0,0,10.2985,0,0,1.6268,0,12.6711,0,0.8438,3.483,1.0031,0,0,14.7626,0,0
12:11:07 12/02/22 KST,1.725,1.05,13.6977,0,1.3199,0,0,134.6672,0,0,6.1494,0,2.9881,246.0444,6.7875,14.4354,0,0,1.8374,572.9968,0,0,0,0,5.1628,213.4907,0,0,39.7381,12.765,0,8.114,228.6222,15.4125,25.9088,0,0,2.3216,42.64,0,0,0,0,5.8492,496.0099,0,0,43.6667,8.7692,3.1682,60.6527,0.0083,6.6206,0,0,370.9744,0,0,1,0,0.211,8.0667,0.0381,2.9382,0,1.0095,0,0,88.593,0,0,2.3353,1.0217,15.4824,0.2181,1.2794,0,0,109.3754,0,0,8.4217,0.3589,6.7355,1.3812,4.2723,0,0,138.4281,0,0,43.6,7.8709,0.1269,4.6125,0,0.9128,0,0,80.4432,0,0,7.1544,0,5.8564,294.3055,6.9844,7.6843,0.5304,0,0,13.9661,0,0,38.0806,0,7.8025,87.7681,50.5,9.6648,0.7619,0,0,9.8519,0,0,2.5645,0,12.6711,0,0.8438,3.4799,1.0049,0,0,14.7696,0,0
12:11:19 12/02/22 KST,2.1872,1.1555,15.729,0,1.337,0,0,135.7119,0,0,6.1361,0,2.9881,413.6889,6.775,14.4413,0,0,1.0784,575.7084,0,0,0,0,4.8355,258.6336,0,0,39.9048,12.7753,0,8.114,201.6,15.125,25.9346,0,0,2.363,40.1117,0,0,0,0,5.6914,479.8503,0,0,43.2381,6.9637,2.5153,48.1387,0.0066,6.9354,0,0,370.8467,0,0,1,0,0.4227,8.0859,0.053,3.2928,0,1.018,0,0,81.3245,0,0,2.2916,1.0718,15.3459,0.0001,1.2945,0,0,108.3258,0,0,5.15,0.175,3.5248,1.4426,4.1515,0,0,133.5303,0,0,38.2,6.6188,0.1515,4.3123,0,0.7161,0,0,63.0795,0,0,10.653,0,5.8573,235.7297,6.9375,7.6904,0.5305,0,0,13.9664,0,0,37.211,0,7.8026,91.7091,48.75,9.6721,0.7739,0,0,10.1858,0,0,4.7131,0,12.6711,0,0.9531,3.4874,1.0007,0,0,14.7386,0,0
12:11:31 12/02/22 KST,2.2163,1.2586,16.846,0,1.3168,0,0,135.9113,0,0,6.6042,0.8889,2.9881,255.1111,6.8375,14.4567,0,0,1.6778,575.9169,0,0,0,0,4.9369,296.3825,0,0,40.2619,12.7753,0,8.114,201.6,15.125,25.9346,0,0,2.363,40.1117,0,0,0,0,5.6914,479.8503,0,0,43.2381,9.3152,4.7962,73.2824,0.0101,8.5366,0,0,446.232,0,0,1,0,1.4263,7.9031,0.0308,2.6307,0,1.0787,0,0,81.8105,0,0,2.5175,1.0789,16.4483,0.0001,1.2769,0,0,109.2769,0,0,8.7187,0.3157,6.6175,1.4014,3.2331,0,0,104.0926,0,0,56.027,7.836,0.143,4.7857,0,0.9299,0,0,85.3192,0,0,10.0123,0.7398,5.8584,249.5524,6.7969,7.7044,0.5145,0,0,13.5436,0,0,37.8514,0,7.8027,87.7091,47.8333,9.6702,0.7747,0,0,10.1702,0,0,1.9487,0,12.6711,0,0.9688,3.4796,0.9984,0,0,14.705,0,0
12:11:43 12/02/22 KST,2.0423,0.919,12.9955,0,1.1416,0,0,113.3333,0,0,6.6042,0.8889,2.9881,255.1111,6.8375,14.4567,0,0,1.6778,575.9169,0,0,0,0,4.9369,296.3825,0,0,40.2619,12.9133,0,8.114,164.2667,14.6625,25.9403,0,0,1.928,39.2965,0,0,0,0,5.4348,497.9099,0,0,43.7857,9.655,5.8953,82.4451,0.2348,9.038,0,0,456.1581,0,0,1,0,0.3056,8.0361,0.0196,2.4641,0,0.9911,0,0,86.1467,0,0,2.2038,0.7905,13.0688,0.0001,1.2817,0,0,105.2157,0,0,8.8278,0.1331,4.9119,0,4.3027,0,0,137.5362,0,0,55.8,7.7976,0.1051,4.4094,0,0.9355,0,0,87.5408,0,0,8.3489,13.9144,5.8657,471.8459,6.7969,7.7516,0.5269,0,0,14.1129,0,0,40.0117,0,7.8028,38.8901,46.6667,9.6719,0.7572,0,0,9.7669,0,0,2.5213,0,12.6711,0,0.9688,3.4825,1.0148,0,0,15.0347,0,0
12:11:54 12/02/22 KST,2.1965,0.9731,14.3295,0.0001,1.1017,0,0,109.3142,0,0,6.9083,24.3556,2.9882,1121.0667,6.9875,14.4617,0,0,2.0842,611.7502,0,0,0,0,5.1388,345.7668,0,0,40.9762,12.6106,0,8.114,149.7778,14.3125,25.9602,0,0,0.5039,39.4577,0,0,0,0,4.7334,496.8778,0,0,43.4048,7.2364,4.4172,85.5832,0.1498,10.7245,0,0,499.9574,0,0,1,0,0.4607,8.1833,0.0221,2.5259,0,1.0235,0,0,89.1679,0,0,1.7372,0.6222,10.6728,0.0001,1.2584,0,0,104.8498,0,0,8.8727,0.1247,4.7523,0,4.2917,0,0,137.6402,0,0,55.2,7.9539,0,3.2848,0,0.9457,0,0,86.3399,0,0,8.123,13.8909,5.912,877.4545,6.6875,7.7807,0.5328,0,0,13.968,0,0,41.4366,0,7.803,51.7851,49.125,9.6621,0.7581,0,0,10.4002,0,0,4.9288,0,12.6711,0.2182,0.9297,3.4833,0.96,0,0,14.2941,0,0
12:12:06 12/02/22 KST,2.1965,0.9731,14.3295,0.0001,1.3064,0,0,132.0591,0,0,7.7169,30.2222,2.9882,3611.2889,7.1,14.4621,0,0,2.3905,615.7174,0,0,0,0,5.3605,375.6036,0,0,40.5238,12.6856,0,8.114,179.8222,14.125,25.9827,0,0,1.6174,40.6484,0,0,0,0,5.2008,496.5069,0,0,43.8333,9.7601,7.1138,88.1487,0.2192,11.2895,0,0,509.6894,0,0,1,0,0.4637,8.3281,0,2.2199,0,0.9963,0,0,88.3029,0,0,1.825,0.775,11.8112,0,1.2659,0,0,105.7822,0,0,7.3517,0,2.6073,0,4.1154,0,0,132.1031,0,0,41.2,8.1016,0,3.3839,0,0.7734,0,0,71.7849,0,0,11.9653,14.1576,5.913,2459.236,6.5234,7.8265,0.5152,0,0,13.5093,0,0,36.1291,0,7.8041,59.7617,50.9167,9.6635,0.7738,0,0,10.2175,0,0,2.1848,0,12.6711,0.4364,0.8906,3.4903,0.9909,0,0,14.6988,0,0
12:12:18 12/02/22 KST,2.2638,1.0316,15.4404,0,1.3206,0,0,130.1536,0,0,7.5903,29.3333,2.9882,3616.2667,7.0625,14.502,0,0,1.5014,623.9224,0,0,0,0,4.8983,390.1702,0,0,40.1667,12.8619,0,8.114,215.0222,13.8625,25.9813,0,0,1.8635,42.1748,0,0,0,0,5.1786,504.6015,0,0,43.7857,9.8434,8.1812,91.6298,0.0204,11.8365,0,0,521.235,0,0,1,0,0.98,7.0292,0.786,9.8555,0,1.0516,0,0,84.3595,0,0,2.4895,1.0213,16.1349,0,1.1185,0,0,92.8603,0,0,8.8037,0,3.138,0,4.1102,0,0,133.2071,0,0,45.409,8.1446,0,3.3546,0,7.2819,0,0,90.4509,0,0,11.0403,14.2289,5.8718,2407.6393,6.3437,7.7026,0.5177,0,0,13.5728,0,0,40.6421,0,7.8042,100.624,49.7917,9.7418,0.7276,0,0,9.5398,0,0,1.8898,0,12.6711,0.446,0.875,3.484,0.9673,0,0,14.3265,0,0
12:12:29 12/02/22 KST,2.2528,0.9748,14.9002,0,0.9894,0,0,100.7772,0,0,7.22,5.8667,2.9882,2930.4889,7.2,14.5052,0,0,1.6984,588.282,0,0,0,0,4.8876,370.1227,0,0,40.119,12.8619,0,8.114,215.0222,13.8625,25.9813,0,0,1.8635,42.1748,0,0,0,0,5.1786,504.6015,0,0,43.7857,9.8255,8.0107,90.4151,0.1691,11.3423,0,0,506.6674,0,0,1,0,0.8304,7.0654,0.7896,9.8953,0,1.0335,0,0,84.4327,0,0,2.5924,1.0989,17.1524,0,1.2837,0,0,107.7168,0,0,8.7179,0,3.1457,0,4.0021,0,0,129.8701,0,0,41,8.3374,0,3.2816,0,7.0255,0,0,82.8331,0,0,9.0544,13.2364,5.8729,2445.7455,6.2188,7.5724,0.5328,0,0,13.9674,0,0,37.2894,0,7.8047,118.6909,48.4167,9.769,0.7936,0,0,10.4871,0,0,4.4079,0,12.6711,0.5935,0.8516,3.4834,0.967,0,0,14.2992,0,0
12:12:42 12/02/22 KST,2.4518,1.2142,17.5197,0,1.2803,0,0,134.2529,0,0,7.22,5.8667,2.9882,2930.4889,7.2,14.5052,0,0,1.6984,588.282,0,0,0,0,4.8876,370.1227,0,0,40.119,13.2472,11.3778,8.114,423.9111,13.5125,25.9394,0,0,1.8332,104.6941,0,0,0,0,5.3194,496.3097,0,0,44.5,9.7913,7.6713,87.8739,0.3844,10.5512,0,0,468.0071,0,0,1,0,2.0438,8.3022,0.8191,10.3908,0,0.9403,0,0,81.8176,0,0,2.058,0.6953,12.5783,0,1.3256,0,0,111.9223,0,0,8.651,0,3.1713,0,3.3004,0,0,107.0523,0,0,33.897,8.1432,0.0194,3.5998,0,7.1729,0,0,85.4267,0,0,20.2128,0.1464,5.8735,1893.522,6.2656,7.5713,0.4621,0,0,12.1077,0,0,39.1035,0,7.8272,272.6495,47.7083,9.7941,0.7737,0,0,10.224,0,0,1.8562,0,12.6711,0.5818,0.8594,3.4788,0.9962,0,0,14.6994,0,0
12:12:53 12/02/22 KST,2.6479,1.2476,18.245,0,1.3251,0,0,131.5522,0,0,6.7281,0,2.9882,299.6444,7.6,14.4266,0,0,1.654,584.4308,0,0,0,0,4.9506,335.8682,0,0,40.3095,13.6703,11.3778,8.114,707.2889,13.2,25.9591,0,0,0.814,240.5446,0,0,0,0,4.9669,514.2192,0,0,43.6667,8.1183,5.5431,69.4552,0.6161,9.8234,0,0,462.6247,0,0,1,0,0.3859,8.184,0.9093,11.8552,0,1.0577,0,0,88.5617,0,0,2.4681,1.3619,18.5764,0,1.2792,0,0,106.6722,0,0,8.4555,0.2312,6.072,0,4.2971,0,0,137.7627,0,0,45.758,6.6704,0.0203,2.9599,0,0.9102,0,0,83.1253,0,0,10.598,0,5.8749,885.9408,6.1562,7.7003,0.5105,0,0,12.5336,0,0,39.7076,0,7.8047,1594.3273,46.6667,9.7608,0.7921,0,0,10.4904,0,0,4.5491,0,12.6711,0.1476,0.8281,3.4854,0.9705,0,0,14.2265,0,0
12:13:05 12/02/22 KST,2.4921,1.1398,16.7541,0,1.3294,0,0,132.6437,0,0,6.6133,0,2.9882,448.9778,7.825,14.4352,0,0,1.9608,577.3496,0,0,0,0,5.2498,328.7325,0,0,39.9048,13.7356,19.9111,8.114,3410.9333,12.875,25.9873,0,0,1.3759,239.1613,0,0,0,0,4.8662,506.3838,0,0,44.5,8.0897,5.5215,69.1493,0.5419,9.5634,0,0,450.8602,0,0,1,0,0.5035,7.9452,0.0898,3.5431,0,0.8756,0,0,76.1474,0,0,2.6727,1.2591,18.0076,0,1.2785,0,0,105.8245,0,0,8.5502,0.1439,5.0897,0,4.1712,0,0,134.3542,0,0,38.41,8.1019,0.1525,5.1034,0,0.8867,0,0,80.5825,0,0,7.4482,0,5.876,267.0255,6.0391,7.6905,0.5276,0,0,12.9501,0,0,40.0761,0,7.8047,2088.5818,45.9583,9.8592,0.7823,0,0,10.5163,0,0,4.4876,0,12.6711,0.148,0.8047,3.4859,0.972,0,0,14.2532,0,0
12:13:17 12/02/22 KST,1.9497,0.8728,12.6551,0,1.0575,0,0,101.638,0,0,6.3647,0,2.9882,296,7.7875,14.4405,0,0,1.0196,578.5124,0,0,0,0,4.7604,314.3795,0,0,40.2143,13.7356,19.9111,8.114,3410.9333,12.875,25.9873,0,0,1.3759,239.1613,0,0,0,0,4.8662,506.3838,0,0,44.5,9.6475,5.4016,78.0657,0.4211,9.2911,0,0,441.5575,0,0,1,0,0.0997,5.1,0.1,3.0764,0,1.0491,0,0,87.1574,0,0,2.9381,1.5905,21.8003,0,1.2483,0,0,102.5775,0,0,6.821,0.1829,4.9737,0,3.3787,0,0,108.5177,0,0,41.8,7.7094,0.1439,5.0108,0,0.7168,0,0,67.0602,0,0,10.8176,0,5.877,265.7853,5.9531,7.6952,0.5103,0,0,12.5261,0,0,41.696,0,7.81,2119.9408,45.3333,9.9162,0.7724,0,0,10.4701,0,0,2.2521,0,12.6711,0.1455,0.8438,3.4885,0.9991,0,0,14.6881,0,0
12:13:28 12/02/22 KST,2.2097,0.9245,13.785,0,1.2993,0,0,136.1432,0,0,6.3647,0,2.9882,296,7.7875,14.4405,0,0,1.0196,578.5124,0,0,0,0,4.7604,314.3795,0,0,40.2143,13.7408,8.5333,8.114,8332.8,12.8375,26.0241,0,0,2.4658,176.1182,0,0,0,0,5.5631,511.9967,0,0,44.0476,7.1756,3.8629,57.589,0.2104,9.0967,0,0,472.9256,0,0,1,0,0.3812,7.8097,0.0903,3.5764,0,1.1182,0,0,92.4147,0,0,2.3821,1.003,15.6321,0.0001,1.2326,0,0,101.4236,0,0,8.6425,0,3.2688,0,4.2677,0,0,137.7982,0,0,49.009,7.5706,0.1708,5.1605,0,0.9361,0,0,84.2248,0,0,10.3243,0,5.8781,197.4447,5.7969,7.5879,0.5106,0,0,12.5357,0,0,42.5633,0,7.8038,5249.8909,45.4167,9.9822,0.7753,0,0,10.5139,0,0,4.6424,0,12.6711,0,0.8125,3.4808,0.9667,0,0,14.2193,0,0
12:13:40 12/02/22 KST,1.9319,0.9056,13.0422,0,1.2789,0,0,131.1788,0,0,6.2272,0,2.9882,420.1778,7.775,14.4565,0,0,1.6442,575.0311,0,0,0,0,4.9437,326.3729,0,0,39.7143,13.4758,8.5333,8.114,8109.4222,12.5125,26.0258,0,0,2.3089,39.4746,0,0,0,0,5.5518,498.0468,0,0,43.8333,9.7018,5.7624,80.8932,0.0038,9.69,0,0,468.3146,0,0,1,0,0.6162,7.7046,0,2.0596,0,0.9747,0,0,81.7883,0,0,2.4478,1.1231,17.2954,0.0001,1.2451,0,0,98.4635,0,0,7.2677,0,2.6553,0,4.3094,0,0,139.1848,0,0,54.4,7.5771,0,3.1492,0,0.9066,0,0,82.767,0,0,7.8668,0,5.8792,261.8095,5.6562,7.5939,0.5462,0,0,14.6984,0,0,38.8027,0,7.7164,5048.5091,45.5,9.8063,0.7823,0,0,10.513,0,0,5.0467,0,12.6711,0,0.7734,3.4851,0.9677,0,0,14.2313,0,0
12:13:52 12/02/22 KST,1.9083,0.9407,13.3701,0,1.3199,0,0,134.9013,0,0,6.1769,0,2.9882,279.5556,7.8875,14.4604,0,0,1.6915,563.9702,0,0,0,0,5.0222,347.346,0,0,39.7381,13.6714,0,8.114,5331.2889,12.725,25.9436,0,0,1.5217,39.9657,0,0,0,0,5.5103,498.6391,0,0,44.0238,9.7984,6.4003,84.3229,0.0039,10.7814,0,0,505.8653,0,0,1,0,0.3823,7.7395,0,2.0067,0,0.604,0,0,53.7048,0,0,2.4252,0.9701,15.401,0,1.0013,0,0,77.7014,0,0,8.5245,0,3.066,0,3.5219,0,0,113.7227,0,0,59.6,7.0407,1.2687,15.1706,0.0001,0.942,0,0,85.8443,0,0,7.1293,0,5.8804,147.0982,5.4844,7.7276,0.5328,0,0,13.96,0,0,40.8747,0,7.759,3712.7141,45.9583,9.8823,0.7708,0,0,10.1998,0,0,1.6564,0,12.6711,0,0.875,3.4873,1.0247,0,0,14.6923,0,0
